id_bien_immo;code_local;type_local;surf_re;nbre_piece;surf_car;id_com
14751;2;Appartement;66;2;64.11;1928
14752;2;Appartement;66;3;67.06;1928
14753;2;Appartement;17;1;17.01;1930
14754;2;Appartement;89;4;85.2;1927
14755;2;Appartement;58;2;55.37;1929
14756;2;Appartement;39;2;39.7;1928
14757;2;Appartement;62;2;55;1929
14758;2;Appartement;42;2;53.09;1930
14759;2;Appartement;76;5;79.56;1930
14760;2;Appartement;55;3;55.61;1930
14761;2;Appartement;49;1;46;1928
14762;2;Appartement;31;2;28.54;1927
14763;2;Appartement;32;2;33.33;1930
14764;2;Appartement;41;2;46.48;1929
14765;2;Appartement;75;4;74.44;1930
14766;2;Appartement;51;2;49.21;1928
14767;2;Appartement;49;2;49.92;1928
14768;2;Appartement;78;3;71.3;1927
14769;2;Appartement;63;2;65.39;1927
14770;2;Appartement;54;2;51.52;1928
14771;2;Appartement;73;3;71.85;1927
14772;2;Appartement;93;3;91.97;1927
14773;2;Appartement;63;3;64.45;1927
14774;2;Appartement;44;2;45.09;1930
14775;2;Appartement;29;1;29.4;1930
14776;2;Appartement;72;3;72.5;1928
14777;2;Appartement;68;3;69.07;1929
14778;2;Appartement;92;4;79.79;1928
14779;2;Appartement;45;1;44.1;1929
14780;2;Appartement;65;2;65.27;1927
14781;2;Appartement;10;1;18.41;1928
14782;2;Appartement;65;4;65.06;1927
14783;2;Appartement;60;2;57.35;1928
14784;2;Appartement;34;2;33.61;1929
14785;2;Appartement;71;3;71;1930
14786;2;Appartement;18;1;18.22;1928
14787;2;Appartement;18;1;17.48;1930
14788;2;Appartement;17;1;18.02;1929
14789;2;Appartement;60;3;59.51;1928
14790;1;Maison;137;4;133.65;1927
14791;2;Appartement;24;1;25.05;1927
14792;2;Appartement;45;2;45.62;1928
14793;2;Appartement;103;5;103.03;1928
14794;2;Appartement;35;2;35;1927
14795;2;Appartement;20;1;19.98;1928
14796;2;Appartement;62;3;61.81;1927
14797;2;Appartement;49;2;49.72;1927
14798;2;Appartement;44;2;44.57;1930
14799;2;Appartement;105;4;105.31;1930
14800;2;Appartement;65;3;63.33;1930
14801;2;Appartement;66;2;67;1927
14802;2;Appartement;93;5;93.2;1927
14803;2;Appartement;82;4;81.6;1930
14804;2;Appartement;53;2;51.6;1929
14805;2;Appartement;90;4;94.84;1929
14806;2;Appartement;62;3;62.73;1930
14807;2;Appartement;19;1;19.31;1930
14808;2;Appartement;29;1;29.72;1928
14809;2;Appartement;53;3;52.92;1927
14810;2;Appartement;65;4;64.83;1928
14811;2;Appartement;23;1;22.25;1927
14812;2;Appartement;51;2;50.09;1927
14813;2;Appartement;68;3;67.18;1927
14814;2;Appartement;81;4;79.74;1930
14815;2;Appartement;35;2;37.54;1927
14816;2;Appartement;51;2;52.13;1930
14817;2;Appartement;46;2;48.13;1928
14818;2;Appartement;62;3;60.95;1931
14819;2;Appartement;78;4;78.86;1932
14820;2;Appartement;51;2;49.51;1933
14821;2;Appartement;69;4;69;1934
14822;2;Appartement;29;1;30.18;1935
14823;2;Appartement;57;3;58.1;1933
14824;2;Appartement;121;4;122.38;1936
14825;2;Appartement;70;4;72.05;1937
14826;2;Appartement;76;4;76.87;1937
14827;2;Appartement;64;3;66.24;1938
14828;2;Appartement;47;2;46.6;1931
14829;2;Appartement;82;4;82;1939
14830;2;Appartement;84;3;40.18;1940
14831;2;Appartement;66;3;66.62;1938
14832;2;Appartement;58;3;59.36;1934
14833;1;Maison;89;5;85.34;1939
14834;2;Appartement;48;3;49.68;1941
14835;2;Appartement;42;3;42.04;1942
14836;2;Appartement;22;1;23.55;1942
14837;2;Appartement;59;3;59.61;1935
14838;2;Appartement;53;1;54.24;1942
14839;2;Appartement;58;3;59.01;1935
14840;2;Appartement;57;2;58.27;1938
14841;2;Appartement;18;1;17.31;1933
14842;2;Appartement;64;3;64.68;1933
14843;2;Appartement;50;2;49.6;1934
14844;2;Appartement;75;3;62.07;1933
14845;2;Appartement;64;3;64.27;1934
14846;2;Appartement;39;2;39.54;1943
14847;2;Appartement;51;2;51.72;1934
14848;2;Appartement;59;4;59.97;1931
14849;2;Appartement;35;1;32.82;1933
14850;2;Appartement;41;2;40.48;1933
14851;2;Appartement;73;3;67.12;1940
14852;1;Maison;98;5;97.12;1939
14853;2;Appartement;53;2;53.43;1942
14854;2;Appartement;41;1;37.12;1942
14855;2;Appartement;119;6;119.74;1936
14856;1;Maison;140;6;143.84;1944
14857;2;Appartement;60;2;60.62;1933
14858;2;Appartement;48;2;49.06;1933
14859;2;Appartement;39;1;21.01;1933
14860;1;Maison;60;3;86.02;1933
14861;2;Appartement;59;3;59.31;1935
14862;2;Appartement;29;1;30.13;1933
14863;2;Appartement;67;3;67.3;1938
14864;2;Appartement;67;4;67.02;1933
14865;2;Appartement;52;2;53.52;1933
14866;2;Appartement;68;3;68.28;1945
14867;2;Appartement;41;2;40.55;1933
14868;2;Appartement;65;3;65.23;1935
14869;2;Appartement;18;1;17.41;1933
14870;2;Appartement;49;1;48.7;1933
14871;2;Appartement;64;4;61.34;1933
14872;2;Appartement;76;3;74.69;1933
14873;2;Appartement;63;3;63;1937
14874;2;Appartement;49;2;49.33;1941
14875;2;Appartement;82;4;82.88;1938
14876;2;Appartement;68;1;47.45;1933
14877;2;Appartement;36;2;35.89;1941
14878;2;Appartement;82;4;82.02;1933
14879;2;Appartement;18;1;17.94;1934
14880;2;Appartement;63;3;63.88;1942
14881;2;Appartement;60;3;60.53;1933
14882;2;Appartement;39;1;38.54;1935
14883;2;Appartement;50;2;50.82;1942
14884;2;Appartement;109;5;109.78;1933
14885;2;Appartement;62;3;62.85;1934
14886;2;Appartement;18;1;17.3;1933
14887;1;Maison;100;4;93.05;1940
14888;2;Appartement;27;2;27.81;1941
14889;2;Appartement;102;4;102.35;1933
14890;2;Appartement;42;2;40.73;1933
14891;2;Appartement;39;2;39.36;1934
14892;2;Appartement;70;3;72.52;1938
14893;2;Appartement;56;3;56.19;1935
14894;2;Appartement;80;5;80;1937
14895;1;Maison;105;6;105.2;1946
14896;2;Appartement;78;3;78.11;1933
14897;2;Appartement;74;3;74.63;1933
14898;2;Appartement;46;2;46.57;1933
14899;2;Appartement;14;1;16.43;1933
14900;2;Appartement;18;1;19.05;1933
14901;2;Appartement;46;2;46.64;1933
14902;2;Appartement;21;1;20.4;1933
14903;2;Appartement;100;4;101.2;1934
14904;2;Appartement;36;2;31.03;1933
14905;2;Appartement;50;4;66.81;1933
14906;2;Appartement;20;1;19.68;1933
14907;2;Appartement;71;3;71.31;1933
14908;2;Appartement;65;3;67.02;1933
14909;2;Appartement;44;2;44.41;1931
14910;2;Appartement;74;4;74.16;1937
14911;1;Maison;83;4;105.28;1934
14912;1;Maison;89;5;86.2;1939
14913;2;Appartement;51;3;50.96;1941
14914;1;Maison;103;5;101.35;1946
14915;2;Appartement;50;2;50.18;1937
14916;2;Appartement;59;3;60.52;1944
14917;2;Appartement;35;2;35.82;1939
14918;2;Appartement;90;5;94.1;1947
14919;2;Appartement;67;3;66.9;1934
14920;2;Appartement;92;5;93;1931
14921;2;Appartement;31;1;30.48;1933
14922;2;Appartement;45;2;44.8;1933
14923;2;Appartement;64;3;64.68;1933
14924;2;Appartement;18;1;18.73;1933
14925;2;Appartement;18;2;18.06;1933
14926;2;Appartement;79;4;81.45;1938
14927;2;Appartement;51;3;56.17;1947
14928;2;Appartement;43;2;43.28;1940
14929;2;Appartement;47;3;49.68;1933
14930;2;Appartement;94;4;95.34;1933
14931;2;Appartement;140;5;146.89;1933
14932;2;Appartement;78;3;83.63;1945
14933;2;Appartement;25;1;25.11;1933
14934;2;Appartement;91;5;89.3;1937
14935;2;Appartement;21;1;21.75;1933
14936;2;Appartement;59;2;58.69;1933
14937;2;Appartement;63;4;62.01;1933
14938;2;Appartement;42;2;42.1;1933
14939;2;Appartement;65;3;65.27;1933
14940;2;Appartement;54;2;48.06;1933
14941;1;Maison;95;5;95.93;1941
14942;2;Appartement;62;3;62.53;1931
14943;2;Appartement;68;3;68.18;1934
14944;2;Appartement;69;3;69.48;1938
14945;2;Appartement;18;1;19.1;1933
14946;2;Appartement;70;3;74.15;1938
14947;2;Appartement;60;3;60.07;1933
14948;2;Appartement;54;3;54.68;1933
14949;2;Appartement;56;3;56.18;1934
14950;1;Maison;102;4;159.28;1938
14951;2;Appartement;67;3;68.13;1933
14952;2;Appartement;89;4;98.06;1933
14953;2;Appartement;108;4;104.3;1942
14954;2;Appartement;59;2;52.78;1933
14955;2;Appartement;66;4;65.15;1933
14956;2;Appartement;72;3;69.8;1931
14957;2;Appartement;108;3;118.64;1933
14958;2;Appartement;63;3;63.55;1935
14959;2;Appartement;61;3;61.06;1944
14960;2;Appartement;36;1;36.66;1942
14961;2;Appartement;28;1;28.51;1934
14962;2;Appartement;74;3;71.68;1948
14963;2;Appartement;69;3;70.21;1931
14964;2;Appartement;88;4;89.27;1933
14965;2;Appartement;54;3;54.71;1933
14966;2;Appartement;77;4;76.9;1931
14967;2;Appartement;32;1;33.37;1933
14968;2;Appartement;66;3;73.47;1933
14969;2;Appartement;69;3;70.46;1933
14970;2;Appartement;67;4;67.62;1933
14971;2;Appartement;52;2;48.6;1933
14972;2;Appartement;35;1;34.96;1933
14973;2;Appartement;50;2;50.47;1939
14974;2;Appartement;30;1;29.44;1933
14975;2;Appartement;82;3;78.23;1934
14976;2;Appartement;69;3;70.09;1940
14977;2;Appartement;65;3;65.43;1940
14978;2;Appartement;40;2;41.03;1934
14979;2;Appartement;44;2;44.54;1931
14980;2;Appartement;25;1;23.19;1933
14981;2;Appartement;66;4;64.85;1933
14982;2;Appartement;46;2;46.08;1940
14983;2;Appartement;43;2;43.18;1948
14984;2;Appartement;47;2;46.66;1933
14985;2;Appartement;67;3;67.93;1940
14986;2;Appartement;77;4;79;1933
14987;1;Maison;84;4;85.03;1949
14988;2;Appartement;56;3;57.94;1933
14989;2;Appartement;39;2;39.65;1934
14990;2;Appartement;40;1;40.59;1933
14991;2;Appartement;39;2;39.65;1943
14992;2;Appartement;60;3;61.05;1935
14993;2;Appartement;43;2;43.08;1933
14994;2;Appartement;68;3;70.5;1943
14995;2;Appartement;30;1;29.95;1933
14996;2;Appartement;49;2;49.73;1931
14997;2;Appartement;82;4;82.61;1940
14998;2;Appartement;60;3;60.05;1933
14999;1;Maison;80;5;123.04;1931
15000;2;Appartement;27;2;18.9;1934
15001;2;Appartement;35;2;34.53;1933
15002;2;Appartement;67;4;67.17;1933
15003;2;Appartement;49;2;50.04;1937
15004;2;Appartement;82;4;81;1933
15005;2;Appartement;58;2;54.63;1938
15006;2;Appartement;82;3;82.31;1941
15007;2;Appartement;78;4;78.58;1938
15008;2;Appartement;57;3;57.74;1935
15009;2;Appartement;92;4;83.2;1941
15010;2;Appartement;81;4;82.54;1934
15011;2;Appartement;32;1;32.99;1933
15012;2;Appartement;40;2;40.31;1938
15013;2;Appartement;73;4;74.85;1942
15014;2;Appartement;53;2;48.75;1944
15015;2;Appartement;55;2;51.67;1933
15016;2;Appartement;95;4;96.05;1942
15017;2;Appartement;61;2;61.63;1931
15018;2;Appartement;40;2;40.94;1934
15019;2;Appartement;89;4;87.6;1934
15020;2;Appartement;67;3;67.22;1938
15021;2;Appartement;64;3;65.37;1933
15022;2;Appartement;65;3;64.13;1933
15023;2;Appartement;62;4;61.67;1931
15024;2;Appartement;60;3;60.9;1942
15025;2;Appartement;26;1;25.58;1933
15026;2;Appartement;60;3;60.02;1933
15027;2;Appartement;37;1;37.31;1933
15028;2;Appartement;68;4;68.65;1947
15029;2;Appartement;63;3;62.51;1934
15030;2;Appartement;89;3;90.28;1933
15031;2;Appartement;53;2;54.5;1933
15032;2;Appartement;48;2;49.01;1934
15033;2;Appartement;102;3;103.01;1933
15034;2;Appartement;66;3;66.58;1935
15035;2;Appartement;59;3;56.3;1933
15036;2;Appartement;67;3;68;1938
15037;2;Appartement;78;4;78.46;1942
15038;2;Appartement;64;3;60.67;1940
15039;2;Appartement;41;2;42.02;1934
15040;2;Appartement;47;2;47.82;1933
15041;2;Appartement;74;3;73.23;1940
15042;2;Appartement;58;4;62.62;1950
15043;2;Appartement;35;2;35.22;1940
15044;2;Appartement;89;4;88.18;1935
15045;2;Appartement;57;2;56.52;1946
15046;2;Appartement;110;3;115.5;1940
15047;2;Appartement;35;1;22.42;1940
15048;2;Appartement;75;4;78.2;1947
15049;2;Appartement;63;3;66.65;1935
15050;2;Appartement;26;2;28;1934
15051;2;Appartement;23;1;23.25;1933
15052;2;Appartement;23;2;24;1933
15053;2;Appartement;62;3;62.68;1941
15054;1;Maison;103;5;113.97;1931
15055;2;Appartement;99;4;101.49;1938
15056;2;Appartement;130;4;128.06;1938
15057;2;Appartement;65;3;66.1;1934
15058;2;Appartement;32;2;33.99;1933
15059;2;Appartement;65;3;69.13;1942
15060;2;Appartement;60;3;60.94;1933
15061;2;Appartement;65;4;65.04;1942
15062;2;Appartement;43;2;43.5;1933
15063;2;Appartement;91;9;92.6;1942
15064;1;Maison;83;4;81.26;1951
15065;1;Maison;82;4;84.41;1931
15066;2;Appartement;75;3;78.23;1933
15067;2;Appartement;43;2;43.25;1952
15068;2;Appartement;37;2;38.12;1953
15069;2;Appartement;53;3;53.37;1952
15070;2;Appartement;46;2;46.65;1953
15071;2;Appartement;71;3;72;1953
15072;2;Appartement;82;4;84.23;1954
15073;2;Appartement;77;4;77.78;1955
15074;2;Appartement;51;2;49.89;1953
15075;1;Maison;102;4;104.11;1956
15076;2;Appartement;93;4;131.6;1952
15077;1;Maison;130;6;163.15;1957
15078;2;Appartement;23;1;23.05;1958
15079;2;Appartement;59;3;63.91;1959
15080;2;Appartement;68;3;66.64;1952
15081;2;Appartement;57;2;57.4;1960
15082;2;Appartement;61;2;54.07;1961
15083;2;Appartement;45;2;29.94;1960
15084;2;Appartement;95;3;89.4;1962
15085;2;Appartement;107;5;107.5;1956
15086;2;Appartement;43;2;46.06;1960
15087;2;Appartement;46;2;46.3;1957
15088;1;Maison;102;4;102.08;1961
15089;2;Appartement;67;3;66.58;1963
15090;2;Appartement;54;3;51.19;1956
15091;2;Appartement;46;2;46.39;1952
15092;2;Appartement;48;2;57.39;1959
15093;2;Appartement;83;4;83.08;1955
15094;2;Appartement;51;3;52.04;1957
15095;2;Appartement;75;3;77.47;1964
15096;2;Appartement;45;2;45.5;1957
15097;1;Maison;96;4;96.48;1957
15098;2;Appartement;72;4;68.05;1955
15099;2;Appartement;30;3;29.53;1953
15100;2;Appartement;56;2;51.04;1965
15101;2;Appartement;134;5;128.76;1962
15102;2;Appartement;35;2;33.02;1954
15103;2;Appartement;65;3;65.56;1952
15104;2;Appartement;65;3;65.96;1966
15105;2;Appartement;68;3;69.31;1952
15106;2;Appartement;35;1;30.54;1954
15107;2;Appartement;27;1;26.63;1955
15108;1;Maison;110;6;110.09;1962
15109;2;Appartement;76;3;76.89;1952
15110;2;Appartement;83;4;83.71;1957
15111;2;Appartement;56;2;56.24;1962
15112;1;Maison;106;4;111.55;1957
15113;2;Appartement;64;3;64.31;1955
15114;2;Appartement;53;3;53.53;1962
15115;2;Appartement;55;3;57.17;1958
15116;2;Appartement;68;2;62.38;1961
15117;2;Appartement;57;2;54.94;1961
15118;2;Appartement;67;3;69.7;1961
15119;2;Appartement;81;4;80.98;1967
15120;2;Appartement;60;3;59.1;1961
15121;2;Appartement;76;5;79.41;1953
15122;2;Appartement;55;3;56.34;1966
15123;2;Appartement;72;4;68.01;1955
15124;1;Maison;107;5;105.92;1960
15125;2;Appartement;78;2;78.9;1960
15126;2;Appartement;80;4;80;1955
15127;2;Appartement;44;2;23.36;1953
15128;2;Appartement;42;2;42.79;1953
15129;2;Appartement;92;3;81.84;1953
15130;2;Appartement;39;2;40.13;1961
15131;2;Appartement;18;2;17.38;1968
15132;2;Appartement;53;2;55.14;1969
15133;2;Appartement;81;4;81.18;1966
15134;2;Appartement;170;5;159.65;1955
15135;2;Appartement;40;2;41.82;1952
15136;2;Appartement;45;2;46.11;1953
15137;2;Appartement;52;2;51.57;1960
15138;2;Appartement;67;3;67.49;1952
15139;2;Appartement;60;1;43.56;1953
15140;2;Appartement;53;2;54.4;1952
15141;2;Appartement;106;5;89.83;1961
15142;1;Maison;88;5;104.63;1970
15143;2;Appartement;54;3;57.27;1953
15144;2;Appartement;104;4;106.12;1955
15145;2;Appartement;34;2;33.73;1953
15146;1;Maison;92;5;92.76;1957
15147;2;Appartement;63;4;63.66;1966
15148;2;Appartement;62;3;62.3;1957
15149;2;Appartement;66;3;65.48;1952
15150;1;Maison;98;5;99.2;1962
15151;2;Appartement;159;4;142.43;1971
15152;2;Appartement;73;4;78.95;1960
15153;2;Appartement;70;3;70.25;1972
15154;1;Maison;76;4;76.4;1966
15155;2;Appartement;106;3;108.84;1961
15156;2;Appartement;95;4;78.94;1958
15157;2;Appartement;77;4;77;1962
15158;2;Appartement;83;3;84.46;1955
15159;2;Appartement;40;2;28.07;1957
15160;2;Appartement;55;2;50.23;1957
15161;2;Appartement;88;5;87.95;1953
15162;2;Appartement;66;4;66.09;1953
15163;2;Appartement;124;5;122.89;1952
15164;2;Appartement;64;2;64.27;1955
15165;2;Appartement;40;2;40.33;1973
15166;2;Appartement;31;1;31.46;1953
15167;2;Appartement;42;2;43.17;1960
15168;2;Appartement;81;4;82.42;1958
15169;1;Maison;91;3;103.96;1974
15170;2;Appartement;68;3;68.55;1960
15171;2;Appartement;53;3;53.23;1952
15172;2;Appartement;41;2;40.68;1953
15173;2;Appartement;53;2;72.2;1957
15174;2;Appartement;49;1;44.59;1961
15175;2;Appartement;67;4;67.38;1954
15176;2;Appartement;44;2;44.67;1957
15177;2;Appartement;80;3;77.39;1953
15178;2;Appartement;42;2;41.42;1953
15179;1;Maison;110;5;111.5;1963
15180;2;Appartement;48;2;48.23;1958
15181;2;Appartement;54;2;56.02;1953
15182;2;Appartement;21;1;21.43;1952
15183;2;Appartement;39;1;33.48;1954
15184;2;Appartement;38;2;37.87;1953
15185;2;Appartement;84;4;85.01;1962
15186;2;Appartement;63;4;63.57;1952
15187;2;Appartement;66;3;66.11;1958
15188;2;Appartement;145;5;145.35;1952
15189;2;Appartement;64;4;63.54;1954
15190;2;Appartement;54;2;54.31;1952
15191;2;Appartement;97;4;97.19;1966
15192;2;Appartement;48;2;48.19;1974
15193;2;Appartement;49;2;49.7;1957
15194;2;Appartement;92;3;72.33;1963
15195;2;Appartement;38;2;34.66;1958
15196;2;Appartement;78;4;79.93;1954
15197;2;Appartement;39;1;39.18;1973
15198;2;Appartement;69;3;69.05;1961
15199;2;Appartement;125;5;124.54;1957
15200;2;Appartement;61;3;60.77;1975
15201;1;Maison;136;4;134.1;1976
15202;2;Appartement;83;4;88.14;1977
15203;2;Appartement;89;4;87.7;1978
15204;2;Appartement;70;3;70.6;1979
15205;2;Appartement;81;4;45.5;1977
15206;2;Appartement;43;2;43.1;1979
15207;1;Maison;180;3;206.78;1977
15208;2;Appartement;102;6;102.76;1977
15209;2;Appartement;59;2;55.02;1977
15210;2;Appartement;52;2;52.02;1980
15211;2;Appartement;71;3;70.69;1980
15212;2;Appartement;65;3;61.08;1981
15213;2;Appartement;64;3;64.3;1982
15214;1;Maison;73;4;78.03;1983
15215;1;Maison;140;5;210.35;1984
15216;2;Appartement;53;2;51.75;1980
15217;2;Appartement;82;4;81.6;1985
15218;2;Appartement;32;2;32.27;1980
15219;2;Appartement;62;3;55.8;1985
15220;2;Appartement;45;1;33.46;1980
15221;2;Appartement;89;4;81.53;1980
15222;2;Appartement;84;4;84.15;1980
15223;2;Appartement;50;2;49.91;1980
15224;1;Maison;80;4;80;1986
15225;2;Appartement;51;2;51.22;1986
15226;2;Appartement;67;2;67.86;1986
15227;2;Appartement;90;3;123.33;1987
15228;2;Appartement;69;3;69.47;1975
15229;2;Appartement;23;1;15.2;1976
15230;2;Appartement;45;3;43.28;1988
15231;2;Appartement;35;2;34.75;1979
15232;2;Appartement;53;2;53.57;1981
15233;2;Appartement;19;1;19;1989
15234;2;Appartement;74;4;75.19;1980
15235;2;Appartement;44;2;44.92;1990
15236;2;Appartement;62;3;63.17;1975
15237;2;Appartement;150;5;197;1991
15238;2;Appartement;84;4;84.9;1992
15239;2;Appartement;51;2;51.91;1985
15240;2;Appartement;26;1;25.78;1978
15241;2;Appartement;67;4;69.01;1977
15242;2;Appartement;63;3;64.42;1993
15243;2;Appartement;90;3;97.65;1975
15244;2;Appartement;111;5;90.65;1994
15245;2;Appartement;92;4;92.02;1980
15246;2;Appartement;61;3;61.04;1975
15247;2;Appartement;44;2;44.08;1975
15248;2;Appartement;44;2;44.39;1992
15249;2;Appartement;80;4;77.25;1995
15250;2;Appartement;99;4;100.12;1977
15251;2;Appartement;52;2;51.4;1989
15252;2;Appartement;19;1;19.85;1977
15253;2;Appartement;54;2;49.96;1996
15254;2;Appartement;86;4;85.29;1980
15255;2;Appartement;75;3;75.73;1979
15256;2;Appartement;94;4;94.78;1980
15257;2;Appartement;43;2;40.32;1979
15258;2;Appartement;65;3;65.41;1990
15259;2;Appartement;107;4;107.75;1980
15260;2;Appartement;52;3;53.25;1997
15261;2;Appartement;118;6;98.07;1976
15262;2;Appartement;40;1;39.7;1980
15263;2;Appartement;67;3;66.68;1976
15264;2;Appartement;44;2;45.33;1977
15265;2;Appartement;49;2;50.95;1988
15266;2;Appartement;84;3;85.45;1980
15267;2;Appartement;48;2;43.75;1979
15268;2;Appartement;64;3;61.64;1996
15269;2;Appartement;53;3;68.35;1998
15270;1;Maison;197;6;175.33;1980
15271;2;Appartement;76;3;71.6;1979
15272;2;Appartement;49;2;48.87;1975
15273;2;Appartement;68;3;94.08;1979
15274;2;Appartement;41;2;41.33;1975
15275;2;Appartement;73;3;70.32;1980
15276;2;Appartement;53;3;52.46;1985
15277;2;Appartement;104;4;117.82;1978
15278;2;Appartement;22;1;18.17;1978
15279;2;Appartement;57;3;59.09;1975
15280;2;Appartement;72;3;72.17;1985
15281;2;Appartement;51;3;47.72;1999
15282;2;Appartement;84;4;81.2;2000
15283;2;Appartement;56;3;60.13;1977
15284;2;Appartement;60;3;59.23;1986
15285;2;Appartement;52;2;51.96;1991
15286;2;Appartement;70;4;66;1984
15287;2;Appartement;37;1;36.91;1983
15288;2;Appartement;78;4;77.6;2000
15289;2;Appartement;62;3;62.54;1979
15290;2;Appartement;69;3;69.4;1980
15291;2;Appartement;40;2;40.92;1996
15292;2;Appartement;82;3;82.51;1980
15293;2;Appartement;56;2;57.09;2001
15294;2;Appartement;37;2;34.45;1990
15295;2;Appartement;66;3;67.6;1980
15296;2;Appartement;55;2;58.6;1979
15297;2;Appartement;58;2;54.6;1980
15298;2;Appartement;54;2;53.8;1990
15299;1;Maison;51;3;60.91;2002
15300;2;Appartement;96;4;97.49;1980
15301;2;Appartement;17;1;17.2;1980
15302;2;Appartement;78;3;77.91;1991
15303;2;Appartement;120;5;105.02;1977
15304;2;Appartement;69;4;69.65;1986
15305;2;Appartement;70;2;72.17;2003
15306;1;Maison;100;4;101.58;1980
15307;2;Appartement;71;3;72.09;2004
15308;2;Appartement;60;3;61.72;1980
15309;2;Appartement;78;3;76.35;1986
15310;2;Appartement;95;3;96.25;1980
15311;2;Appartement;40;2;40.67;1979
15312;2;Appartement;104;5;102.73;1977
15313;2;Appartement;99;3;98.62;2000
15314;2;Appartement;43;1;42.64;1975
15315;2;Appartement;65;3;72.95;1980
15316;2;Appartement;88;3;88.93;1983
15317;2;Appartement;90;4;81.4;1980
15318;2;Appartement;101;4;101.45;1977
15319;2;Appartement;60;4;59.02;1977
15320;2;Appartement;39;2;38.1;2005
15321;2;Appartement;70;3;66.87;1979
15322;2;Appartement;80;3;78.04;2006
15323;2;Appartement;104;4;103.54;1976
15324;2;Appartement;56;2;49.5;2002
15325;2;Appartement;72;3;84.79;1975
15326;2;Appartement;62;2;62.8;2003
15327;2;Appartement;76;4;76.2;1979
15328;2;Appartement;68;3;68.35;1980
15329;2;Appartement;39;2;39.32;1980
15330;2;Appartement;40;2;36.69;1979
15331;2;Appartement;24;1;24.2;1977
15332;1;Maison;143;7;136.79;1990
15333;2;Appartement;65;4;64.66;1980
15334;2;Appartement;42;2;42.2;1984
15335;2;Appartement;51;2;46.94;1975
15336;2;Appartement;104;5;113.11;1975
15337;2;Appartement;112;5;107.95;1978
15338;1;Maison;159;4;149.6;1980
15339;2;Appartement;41;2;41.49;2000
15340;2;Appartement;120;5;101.61;1977
15341;2;Appartement;36;2;36.35;1996
